"מַפָּה","שם המאה ה-16","מחוז/מחוז","שם מודרני","שם במילון ההיסטורי והגיאוגרפי","אופי היישוב","סוג הבעלות"
"","Czerniewo","gąbiński/rawskie","Czerniew","","wieś","s"
"","Sokołowo","gąbiński/rawskie","Sokołów","","wieś","s"
"","Kiernozia Wieś","gąbiński/rawskie","Wioska Kiernoska","","wieś","s"
"","Czernik","kamieniecki/mazowieckie","","","wieś","k"
"","Brzozowica","kamieniecki/mazowieckie","","","wieś","s"
"","Kobyla Łąka","kamieniecki/mazowieckie","Kobylanka","","wieś","s"
"","Rynia","kamieniecki/mazowieckie","","","wieś","k"
"","Żukówka","kamieniecki/mazowieckie","","","wieś","k"
"","Miechów","ksiąski/krakowskie","","","miasto","d"
"","Dąbek-Milan","ostrołęcki/mazowieckie","","","wieś","s"
"","Bukowska Wola","ksiąski/krakowskie","","","wieś","d"
"","Kalina","ksiąski/krakowskie","Kalina Mała","","wieś","d"
"","Brzuchania","ksiąski/krakowskie","","","wieś","ds"
"","Strzeżów","ksiąski/krakowskie","Strzeżów Pierwszy","","wieś","d"
"","Siedliska","ksiąski/krakowskie","","","wieś","d"
"","Podleśna Wola","ksiąski/krakowskie","","","wieś","d"
"","Pstroszyce","ksiąski/krakowskie","Pstroszyce Pierwsze","","wieś","d"
"","Zagorzyce","ksiąski/krakowskie","","","wieś","d"
"","Podmiescka Wola","ksiąski/krakowskie","Miechów-Podmiejska Wola","","wieś","d"
"","Witowice","ksiąski/krakowskie","","","wieś","s"
"","Mierzejewo-Janki II","ostrołęcki/mazowieckie","Janki Młode","","wieś","s"
"","Chwalniów","ksiąski/krakowskie","Falniów","","wieś","d"
"","Lgota","ksiąski/krakowskie","Falniów–part","","wieś","d"
"","Biskupice","ksiąski/krakowskie","","","wieś","d"
"","Komorów","ksiąski/krakowskie","","","wieś","d"
"","Kamieńczyce","ksiąski/krakowskie","","","wieś","d"
"","Jaksice","ksiąski/krakowskie","","","wieś","d"
"","Przecławice","ksiąski/krakowskie","Przesławice","","wieś","d"
"","Szczepanowice","ksiąski/krakowskie","","","wieś","d"
"","Bydlin","ksiąski/krakowskie","","","wieś","s"
"","Załęże","ksiąski/krakowskie","","","wieś","s"
"","Łady-Załuski","ostrołęcki/mazowieckie","Załuski","","wieś","s"
"","Domaniowicze","ksiąski/krakowskie","Domaniewice","","wieś","s"
"","Wola Miastkowska","garwoliński/mazowieckie","","","wieś","s"
"","Wrzosowo","garwoliński/mazowieckie","Wrzosów","","wieś","s"
"","Kamionka","garwoliński/mazowieckie","","","wieś","s"
"","Brzegi","garwoliński/mazowieckie","","","wieś","s"
"","Miastkowo Wielkie","garwoliński/mazowieckie","","","wieś","s"
"","Miastkowo Małe","garwoliński/mazowieckie","Miastków Stary","","wieś","s"
"","Ozimkowa Wola","garwoliński/mazowieckie","Oziemkówka","","wieś","s"
"","Przekory","garwoliński/mazowieckie","Przykory","","wieś","s"
"","Rudnik","garwoliński/mazowieckie","","","wieś","s"
"","Gumki-Wólka*","ostrołęcki/mazowieckie","Wólka","","wieś","s"
"","Glinki","garwoliński/mazowieckie","","","wieś","s"
"","Kruszówka","garwoliński/mazowieckie","","","wieś","s"
"","Zabrozdy","garwoliński/mazowieckie","Zabruzdy","","wieś","s"
"","Gołcza","ksiąski/krakowskie","","","wieś","s"
"","Krępa","ksiąski/krakowskie","","","wieś","d"
"","Rzeżuśnia","ksiąski/krakowskie","","","wieś","s"
"","Wielkanoc","ksiąski/krakowskie","","","wieś","s"
"","Chobędza","ksiąski/krakowskie","","","wieś","s"
"","Buk","ksiąski/krakowskie","","","wieś","s"
"","Kamienica","ksiąski/krakowskie","","","wieś","ds"
"","Dobki-Milan","ostrołęcki/mazowieckie","Babki Stare","","wieś","s"
"","Ptur","bydgoski/inowrocławskie","","","",""
"","Konewka","brzeziński/łęczyckie","","","młyn","k"
"","Glinnik","brzeziński/łęczyckie","Glinnik Pierwszy, Glinnik Drugi","","wieś","k"
"","Luboszewy","brzeziński/łęczyckie","","","wieś","k"
"","Lubocheń Wielki","brzeziński/łęczyckie","Lubochnia","","wieś","k"
"","Lubocheń Mały","brzeziński/łęczyckie","Lubochenek","","wieś","k"
"","Jasień","brzeziński/łęczyckie","","","wieś","k"
"","Brynica","brzeziński/łęczyckie","Brenica","","wieś","k"
"","Dąbrowa","garwoliński/mazowieckie","","","wieś","k"
"","Izdebno","garwoliński/mazowieckie","","","wieś","k"
"","Taluba","garwoliński/mazowieckie","","","wieś","s"
"","Komorowo","kcyński/kaliskie","Dąbrowa-część","Komorowo","wieś","s"
"","Budel","garwoliński/mazowieckie","","","wieś","s"
"","Przekory","czerski/mazowieckie","Wanaty","","wieś","k"
"","Turobin","łomżyński/mazowieckie","Turobin","","wieś","d"
"","Budziska","łomżyński/mazowieckie","Budziszki","","wieś","s"
"","Chmielewo","łomżyński/mazowieckie","","","wieś","s"
"","Lubotyń","łomżyński/mazowieckie","Lubotyń Stary","","wieś","d"
"","Klonowo","łomżyński/mazowieckie","","","wieś","d"
"","Gumowo","łomżyński/mazowieckie","","","wieś","s"
"","Gawki","łomżyński/mazowieckie","","","wieś","s"
"","Koskowo","łomżyński/mazowieckie","","","wieś","d"
"","Domasław","kcyński/kaliskie","Damasławek-część","Domosław","wieś","s"
"","Rząśnik","łomżyński/mazowieckie","","","wieś","d"
"","Górne","łęczycki/łęczyckie","Małogórne","","wieś","s"
"","Chociszewo","łęczycki/łęczyckie","Chociszew","","wieś","s"
"","Kowalowice","łęczycki/łęczyckie","Kowalewice","","wieś","k"
"","Drwalewo","grójecki/mazowieckie","Drwalew","","wieś","s"
"","Drwalewiec","grójecki/mazowieckie","Drwalewice","","wieś","s"
"","Kukały","grójecki/mazowieckie","","","wieś","d"
"","Budziszyno Wielkie","grójecki/mazowieckie","Budziszyn","","wieś","s"
"","Budziszyno Małe","grójecki/mazowieckie","Budziszynek","","wieś","s"
"","Zawady","grójecki/mazowieckie","","","wieś","s"
"","Domasław Mniejszy","kcyński/kaliskie","Damasławek","Domosław Mały","wieś","s"
"","Słaboszów","ksiąski/krakowskie","","","wieś","s"
"","Niesków","ksiąski/krakowskie","Nieszków","","wieś","s"
"","Buszków","ksiąski/krakowskie","","","wieś","s"
"","Kropidło","ksiąski/krakowskie","","","wieś","s"
"","Dziaduszyce","ksiąski/krakowskie","","","wieś","s"
"","Zbikały","ksiąski/krakowskie","Ilkowice-Zbigały","","wieś","s"
"","Rzemienice","ksiąski/krakowskie","Rzemiędzice","","wieś","d"
"","Pieczeniegi","ksiąski/krakowskie","Rzemiędzice - część","","wieś","s"
"","Święcice","ksiąski/krakowskie","","","wieś","s"
"","Janowice","ksiąski/krakowskie","","","wieś","s"
"","Starężyno","kcyński/kaliskie","Starężyn","Starężyno","wieś","s"
"","Ilkowice","ksiąski/krakowskie","","","wieś","s"
"","Bychawa","lubelski/lubelskie","","","miasto","s"
"","Gałęzów","lubelski/lubelskie","","","wieś","s"
"","Kosarzów","lubelski/lubelskie","Kosarzew Górny","","wieś","s"
"","Olszowiec","lubelski/lubelskie","","","wieś","s"
"","Wola","lubelski/lubelskie","Wola Duża","","wieś","s"
"","Zdraby","lubelski/lubelskie","Zdrapy","","wieś","s"
"","Piczkowice","lubelski/lubelskie","Stara Wieś","","wieś","s"
"","Poddąbice","łęczycki/łęczyckie","Poddębice","","miasto","s"
"","Łężki","łęczycki/łęczyckie","","","wieś","s"
"","Starężynko","kcyński/kaliskie","Starężynek","Staręzynek","wieś","s"
"","Byczyna","łęczycki/łęczyckie","","","wieś","s"
"","Rąkczyno","łęczycki/łęczyckie","Rąkczyn","","wieś","d"
"","Zagorzyce","łęczycki/łęczyckie","Zagórzyce","","wieś","d"
"","Góra Bełdrzychowska","łęczycki/łęczyckie","Góra Bałdrzychowska","","wieś","d"
"","Goleniowy","lelowski/krakowskie","","","wieś","s"
"","Chebdzie","lelowski/krakowskie","","","wieś","s"
"","Tarnowa Góra","lelowski/krakowskie","Tarnawa Góra","","wieś","s"
"","Chełmo","łęczycki/łęczyckie","Chełmno","","wieś","d"
"","Rzuchowo","łęczycki/łęczyckie","Rzuchów","","wieś","d"
"","Ladorudz Wielki","łęczycki/łęczyckie","Ladorudz","","wieś","d"
"","Międzylesie","kcyński/kaliskie","Międzylesie","Międzylesie","wieś","s"
"","Ladorudz Mały","łęczycki/łęczyckie","Ladorudzek","","wieś","d"
"","Sobótka","łęczycki/łęczyckie","","","wieś","d"
"","Szołajdy Kujawkowe+","łęczycki/łęczyckie","","","wieś","s"
"","Kosorz","łęczycki/łęczyckie","Koserz","","wieś","s"
"","Wiewierze","łęczycki/łęczyckie","Wiewierz","","wieś","s"
"","Chodowo Większe","łęczycki/łęczyckie","Chodów","","wieś","s"
"","Drochów","chęciński/sandomierskie","","","wieś","s"
"","Chomętów","chęciński/sandomierskie","Chomentów","","wieś","s"
"","Stanowice","chęciński/sandomierskie","Staniewice","","wieś","s"
"","Jawor","chęciński/sandomierskie","","","wieś","s"
"","Dąbrowa","kcyński/kaliskie","Dąbrowa","Dąbrowa","wieś","s"
"","Lipa","chęciński/sandomierskie","","","wieś","s"
"","Kołybiel","garwoliński/mazowieckie","Kołbiel","","miasto","s"
"","Suffczyno","garwoliński/mazowieckie","Sufczyn","","wieś","s"
"","Sępochowo","garwoliński/mazowieckie","Sępochów","","wieś","s"
"","Dłużewo","garwoliński/mazowieckie","Dłużew","","wieś","s"
"","Rudzienko","garwoliński/mazowieckie","","","wieś","s"
"","Rudno","garwoliński/mazowieckie","","","wieś","s"
"","Oleksino","garwoliński/mazowieckie","Oleksin","","wieś","s"
"","Grzebiwilk","garwoliński/mazowieckie","Grzebowilk","","wieś","s"
"","Chełst","garwoliński/mazowieckie","","","wieś","s"
"","Janczewo","kcyński/kaliskie","Juncewo","Janczewo","wieś","d"
"","Podgórzno","garwoliński/mazowieckie","","","wieś","s"
"","Kośmin","garwoliński/mazowieckie","Kośminy","","wieś","s"
"","Borkowo","garwoliński/mazowieckie","Borków","","wieś","s"
"","Kazubicha","garwoliński/mazowieckie","Czerenka","","wieś","s"
"","Gozd","garwoliński/mazowieckie","Gózd","","wieś","s"
"","Wola Kołybielska","garwoliński/mazowieckie","Stara Wieś","","wieś","s"
"","Wola Suffczyńska","garwoliński/mazowieckie","Wola Sufczyńska","","wieś","s"
"","Wola Głupia","garwoliński/mazowieckie","Głupianka","","wieś","s"
"","Gadka","garwoliński/mazowieckie","","","wieś","s"
"","Karpiska","garwoliński/mazowieckie","","","wieś","k"
"","Siedlec","kcyński/kaliskie","Sielec","Siedlec","wieś","s"
"","Chrosna","garwoliński/mazowieckie","","","wieś","k"
"","Chrząszczówka","garwoliński/mazowieckie","","","wieś","k"
"","Kąty","garwoliński/mazowieckie","","","wieś","k"
"","Lubica","garwoliński/mazowieckie","Lubice","","wieś","k"
"","Człowiekówka","garwoliński/mazowieckie","Człekówka","","wieś","k"
"","Chlewice","lelowski/krakowskie","","","wieś","s"
"","Chlewiska","lubelski/lubelskie","","","wieś","s"
"","Łucka","lubelski/lubelskie","","","wieś","s"
"","Serniki","lubelski/lubelskie","","","wieś","s"
"","Trzeniec","lubelski/lubelskie","Trzciniec","","wieś","s"
"","Piotrkowice","kcyński/kaliskie","Piotrkowice","Piotrkowice","wieś","s"
"","Pturek","bydgoski/inowrocławskie","","","",""
"","Wola Łucka","lubelski/lubelskie","","","wieś","s"
"","Wola Sernicka","lubelski/lubelskie","","","wieś","s"
"","Chlewo","ostrzeszowski/sieradzkie","","","wieś","s"
"","Chrząchów","lubelski/lubelskie","","","wieś","s"
"","Chrząchówek","lubelski/lubelskie","","","wieś","s"
"","Końska Wola","lubelski/lubelskie","Końskowola","","miasto","s"
"","Młynki","lubelski/lubelskie","","","wieś","s"
"","Opoka","lubelski/lubelskie","","","wieś","s"
"","Osiny","lubelski/lubelskie","","","wieś","s"
"","Pępów","lubelski/lubelskie","","","wieś","s"
"","Paryż","kcyński/kaliskie","Paryż","Parzysz","wieś","s"
"","Pożóg","lubelski/lubelskie","","","wieś","s"
"","Rudki","lubelski/lubelskie","Rudy","","wieś","s"
"","Siedlce","lubelski/lubelskie","Sielce","","wieś","s"
"","Witowice","lubelski/lubelskie","","","wieś","s"
"","Wola Dęba","lubelski/lubelskie","Dęba","","wieś","s"
"","Wola Osińska","lubelski/lubelskie","","","wieś","s"
"","Wola Siedliska","lubelski/lubelskie","","","wieś","s"
"","Wola Witowska","lubelski/lubelskie","Stara Wieś","","wieś","s"
"","Wronów","lubelski/lubelskie","","","wieś","s"
"","Wola Chrząchowska","lubelski/lubelskie","Pulki","","wieś","s"
"","Zabłocie","koniński/kaliskie","Zabłocie","Zabłocie","wieś","s"
"","Ruda","lubelski/lubelskie","","","wieś","s"
"","Moskorzów","lelowski/krakowskie","Moskorzew","","wieś","s"
"","Perzyny","lelowski/krakowskie","","","wieś","s"
"","Chlewska Wola","lelowski/krakowskie","","","wieś","s"
"","Druzikowa","lelowski/krakowskie","Drużykowa","","wieś","s"
"","Jeżówka","ksiąski/krakowskie","","","wieś","k"
"","Chlina","ksiąski/krakowskie","","","wieś","k"
"","Udorz","ksiąski/krakowskie","Udórz","","wieś","s"
"","Kleszczowa","ksiąski/krakowskie","","","wieś","k"
"","Kozuby prope Topola","łęczycki/łęczyckie","Kozuby Żarnowizna","","wieś","s"
"","Kościelec","koniński/kaliskie","Kościelec","Kościelec","wieś","k"
"","Kozuby Średnie","łęczycki/łęczyckie","","","wieś","s"
"","Kozuby prope Dobrogosty","łęczycki/łęczyckie","Kozuby Dobrogosty","","wieś","s"
"","Dobrogosty","łęczycki/łęczyckie","","","wieś","d"
"","Rybitwy","łęczycki/łęczyckie","","","wieś","s"
"","Kuchary","łęczycki/łęczyckie","Kuchary Pierwsze","","wieś","s"
"","Prądzewo","łęczycki/łęczyckie","Prądzew","","wieś","s"
"","Gawrony II","łęczycki/łęczyckie","Gawrony, Gawronki","","wieś","s"
"","Gawrony I","łęczycki/łęczyckie","Gawrony, Gawronki","","wieś","s"
"","Chrząstowo","łęczycki/łęczyckie","Chrząstówek","","wieś","d"
"","Topola","łęczycki/łęczyckie","Topola Królewska, Topola Szlachecka, Topola Szlachecka","","wieś","ks"
"","Dąbrowica","koniński/kaliskie","Dąbrowice Stare","Dąbrowice","wieś","k"
"","Przeradowo","makowski/mazowieckie","","","wieś","s"
"","Sielc","makowski/mazowieckie","Sielc Stary","","wieś","s"
"","Strachocino","makowski/mazowieckie","Strachocin Stary","","wieś","s"
"","Chmielewo","makowski/mazowieckie","","","wieś","d"
"","Gnojno","makowski/mazowieckie","","","wieś","d"
"","Chmielów","lubelski/lubelskie","","","wieś","s"
"","Rososz","mielnicki/podlaskie","","","miasto","s"
"","Polubicze","mielnicki/podlaskie","","","",""
"","Radce","mielnicki/podlaskie","","","",""
"","Dawidy","mielnicki/podlaskie","","","wieś","d"
"","Wakowy","koniński/kaliskie","Waki","Wakowy","wieś","k"
"","Rudzieniec","mielnicki/podlaskie","","","",""
"","Czeberaki","mielnicki/podlaskie","","","",""
"","Gęś","mielnicki/podlaskie","","","",""
"","Zaniówka","mielnicki/podlaskie","","","",""
"","Kolano","mielnicki/podlaskie","","","",""
"","Paszenki","mielnicki/podlaskie","","","",""
"","Jabłonia","mielnicki/podlaskie","","","",""
"","Kudry","mielnicki/podlaskie","","","",""
"","Horodyszcze","mielnicki/podlaskie","","","miasto","s"
"","Dubica","mielnicki/podlaskie","","","",""
"","Gąsiorowo","koniński/kaliskie","Gąsiorów","Gąsiorów","wieś","k"
"","Lisice","łęczycki/łęczyckie","","","wieś","s"
"","Rośle","łęczycki/łęczyckie","Rośle Duże","","wieś","s"
"","Gościędza","łęczycki/łęczyckie","Goszczędza","","wieś","s"
"","Kobele","łęczycki/łęczyckie","Kobyle","","wieś","d"
"","Pieczewo","łęczycki/łęczyckie","Pieczew","","wieś","d"
"","Mniewo","łęczycki/łęczyckie","","","wieś","s"
"","Dębowiczki","łęczycki/łęczyckie","","","wieś","s"
"","Dębowice","łęczycki/łęczyckie","","","wieś","s"
"","Smarzewka","łęczycki/łęczyckie","Smardzew","","wieś","d"
"","Janikowo","łomżyński/mazowieckie","Jankowo-Skarbowo","","wieś","s"
"","Zawady","koniński/kaliskie","Zawadka","Zawady","wieś","k"
"","Dzierzgi","łomżyński/mazowieckie","Sulimy","","wieś","s"
"","Chmielewo-Zycharzewo","łomżyński/mazowieckie","Chmielewo","","wieś","s"
"","Mątwica","łomżyński/mazowieckie","","","wieś","k"
"","Nowogród","łomżyński/mazowieckie","","","miasto","k"
"","Grzymały-Zalesie","łomżyński/mazowieckie","Grzymały Nowogródzkie","","wieś","s"
"","Sławc","łomżyński/mazowieckie","Sławiec","","wieś","s"
"","Dzierzgi-Zycharzewo","łomżyński/mazowieckie","Dzierzgi","","wieś","s"
"","Grądy","łomżyński/mazowieckie","","","wieś","s"
"","Janikowo-Młodzianowo","łomżyński/mazowieckie","Jankowo-Młodzianowo - część","","wieś","s"
"","Janikowo-Kiełcze","łomżyński/mazowieckie","Jankowo-Młodzianowo - część","","wieś","s"
"","Gostowo","koniński/kaliskie","Gozdów","Gostowo","wieś","k"
"","Kolowy","łomżyński/mazowieckie","Kule","","młyn","k"
"","Prażmowo","grójecki/mazowieckie","Prażmów","","wieś","s"
"","Wola Prażmowska","grójecki/mazowieckie","","","wieś","s"
"","Piskorka","grójecki/mazowieckie","","","wieś","s"
"","Uwieliny","grójecki/mazowieckie","","","wieś","s"
"","Wólka Uwielińska*","grójecki/mazowieckie","Krupia Wólka","","wieś","s"
"","Wągrodno","grójecki/mazowieckie","","","wieś","s"
"","Wola Wągrodzka","grójecki/mazowieckie","","","wieś","s"
"","Choszczna","grójecki/mazowieckie","Chosna","","wieś","s"
"","Słonawa","grójecki/mazowieckie","","","wieś","s"
"","Trześniewo","koniński/kaliskie","Trzęśniew","Trzęśniew","wieś","k"
"","Gościęczyce","grójecki/mazowieckie","Gościeńczyce","","wieś","s"
"","Żyrowo Wielkie","grójecki/mazowieckie","","","wieś","s"
"","Słonawa Mała","grójecki/mazowieckie","Słonawka","","wieś","s"
"","Wola Turkowa*","grójecki/mazowieckie","Jaroszowa Wola","","wieś","s"
"","Żyrowo Małe","grójecki/mazowieckie","Żyrówek","","wieś","s"
"","Zawodna Wieś","grójecki/mazowieckie","Zawodne","","wieś","s"
"","Niwki","łęczycki/łęczyckie","","","wieś","ks"
"","Dzierzbice","łęczycki/łęczyckie","","","wieś","s"
"","Długie Kąty","łęczycki/łęczyckie","Długie","","wieś","k"
"","Kaleń","łęczycki/łęczyckie","Kaleń Duża","","wieś","s"
"","Straszkowo","koniński/kaliskie","Straszków","Straszków","wieś","d"
"","Knieja","bydgoski/inowrocławskie","","","",""
"","Jasieniec","łęczycki/łęczyckie","","","wieś","ks"
"","Poborz","gostyniński/rawskie","","","wieś","s"
"","Pirzyszewo","gostyniński/rawskie","Pieryszew","","wieś","d"
"","Łaziska+","gostyniński/rawskie","","","wieś","s"
"","Trębki","gostyniński/rawskie","","","miasto","s"
"","Trębska Wieś","gostyniński/rawskie","Wola-Trębska Wieś","","wieś","s"
"","Długołęka","gostyniński/rawskie","","","wieś","k"
"","Skrzany","gostyniński/rawskie","","","wieś","k"
"","Lubień","gostyniński/rawskie","Lubieniek","","wieś","s"
"","Skoki","gostyniński/rawskie","","","młyn","s"
"","Ochel Wielki","koniński/kaliskie","Ochle","Ochle","wieś","s"
"","Trębski","gostyniński/rawskie","","","młyn","s"
"","Gutowo+","gostyniński/rawskie","","","wieś","s"
"","Wola Trębska","gostyniński/rawskie","","","wieś","s"
"","Przyzórz","gostyniński/rawskie","","","wieś","s"
"","Mniszek","gostyniński/rawskie","","","młyn","s"
"","Żelazny+","gostyniński/rawskie","","","młyn","s"
"","Pasek+","gostyniński/rawskie","","","młyn","s"
"","Starzyce","brzeziński/łęczyckie","","","wieś","s"
"","Komorowo","brzeziński/łęczyckie","Komorów","","wieś","s"
"","Zaborowo","brzeziński/łęczyckie","Zaborów","","wieś","s"
"","Tarnowiec","koniński/kaliskie","Tarnowiec","Tarnówkierz","wieś","k"
"","Czekanów","brzeziński/łęczyckie","Cekanów","","wieś","s"
"","Tobiasze","brzeziński/łęczyckie","","","wieś","s"
"","Postoliska","kamieniecki/mazowieckie","","","wieś","s"
"","Chrzęsne","kamieniecki/mazowieckie","","","wieś","s"
"","Jarzębia Łąka","kamieniecki/mazowieckie","","","wieś","s"
"","Mokra Wieś","kamieniecki/mazowieckie","","","wieś","s"
"","Dębinki","kamieniecki/mazowieckie","","","wieś","s"
"","Wola-Wilczoch","kamieniecki/mazowieckie","","","wieś","s"
"","Kurówka","kamieniecki/mazowieckie","","","wieś","k"
"","Wólka Kozłowska","kamieniecki/mazowieckie","","","wieś","s"
